Antecedents,Consequents,Confidence,Lift
10 COLOUR SPACEBOY PEN,LUNCH BAG APPLE DESIGN,0.45454545454545453,7.4188311688311686
10 COLOUR SPACEBOY PEN,SPACEBOY LUNCH BOX,0.5454545454545454,5.303675048355899
3 HOOK HANGER MAGIC GARDEN,ROUND SNACK BOXES SET OF 4 FRUITS,0.4666666666666667,2.962037037037037
3 HOOK HANGER MAGIC GARDEN,ROUND SNACK BOXES SET OF4 WOODLAND,0.4666666666666667,1.9041666666666668
3 PIECE SPACEBOY COOKIE CUTTER SET,ROUND SNACK BOXES SET OF4 WOODLAND,0.5263157894736842,2.1475563909774436
SET OF 20 KIDS COOKIE CUTTERS,3 PIECE SPACEBOY COOKIE CUTTER SET,0.5555555555555555,13.362573099415204
36 PENCILS TUBE RED RETROSPOT,SET/6 RED SPOTTY PAPER CUPS,0.45454545454545453,8.655303030303031
36 PENCILS TUBE WOODLAND,6 RIBBONS RUSTIC CHARM,0.4166666666666667,4.051418439716312
36 PENCILS TUBE WOODLAND,ROUND SNACK BOXES SET OF 4 FRUITS,0.4166666666666667,2.644675925925926
36 PENCILS TUBE WOODLAND,ROUND SNACK BOXES SET OF4 WOODLAND,0.5833333333333334,2.3802083333333335
36 PENCILS TUBE WOODLAND,WOODLAND CHARLOTTE BAG,0.5,3.939655172413793
4 TRADITIONAL SPINNING TOPS,ROUND SNACK BOXES SET OF4 WOODLAND,0.45454545454545453,1.8547077922077921
6 GIFT TAGS VINTAGE CHRISTMAS,6 GIFT TAGS 50'S CHRISTMAS,0.5,25.38888888888889
6 GIFT TAGS 50'S CHRISTMAS,6 GIFT TAGS VINTAGE CHRISTMAS,0.5555555555555555,25.388888888888886
6 GIFT TAGS VINTAGE CHRISTMAS,JUMBO BAG 50'S CHRISTMAS,0.5,16.321428571428573
BLUE HARMONICA IN BOX,6 RIBBONS RUSTIC CHARM,0.4090909090909091,3.9777562862669247
CHOCOLATE BOX RIBBONS,6 RIBBONS RUSTIC CHARM,0.5882352941176471,5.719649561952441
ENAMEL FLOWER JUG CREAM,6 RIBBONS RUSTIC CHARM,0.625,6.077127659574468
JUMBO STORAGE BAG SUKI,6 RIBBONS RUSTIC CHARM,0.4166666666666667,4.051418439716312
RED  HARMONICA IN BOX,6 RIBBONS RUSTIC CHARM,0.4285714285714286,4.167173252279635
6 RIBBONS RUSTIC CHARM,REGENCY CAKESTAND 3 TIER,0.40425531914893614,2.9324552516041877
ROBOT BIRTHDAY CARD,6 RIBBONS RUSTIC CHARM,0.4666666666666667,4.5375886524822695
ROSE COTTAGE KEEPSAKE BOX,6 RIBBONS RUSTIC CHARM,0.4615384615384615,4.48772504091653
SAVE THE PLANET COTTON TOTE BAG,6 RIBBONS RUSTIC CHARM,0.4117647058823529,4.003754693366708
SCANDINAVIAN REDS RIBBONS,6 RIBBONS RUSTIC CHARM,0.6190476190476191,6.019250253292807
SET 7 BABUSHKA NESTING BOXES,6 RIBBONS RUSTIC CHARM,0.5,4.861702127659575
SET OF 5 PANCAKE DAY MAGNETS,6 RIBBONS RUSTIC CHARM,0.4,3.8893617021276596
SET OF 6 RIBBONS VINTAGE CHRISTMAS,6 RIBBONS RUSTIC CHARM,0.4375,4.253989361702128
STRAWBERRY CHARLOTTE BAG,6 RIBBONS RUSTIC CHARM,0.4166666666666667,4.051418439716312
TRADITIONAL KNITTING NANCY,6 RIBBONS RUSTIC CHARM,0.4615384615384615,4.48772504091653
TRAVEL SEWING KIT,6 RIBBONS RUSTIC CHARM,0.42857142857142855,4.1671732522796345
PACK OF 72 SKULL CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.45454545454545453,29.675324675324674
ALARM CLOCK BAKELIKE CHOCOLATE,ALARM CLOCK BAKELIKE GREEN,0.45454545454545453,13.84848484848485
ALARM CLOCK BAKELIKE CHOCOLATE,ALARM CLOCK BAKELIKE IVORY,0.45454545454545453,15.979020979020978
ALARM CLOCK BAKELIKE ORANGE,ALARM CLOCK BAKELIKE CHOCOLATE,0.5555555555555555,23.080808080808076
ALARM CLOCK BAKELIKE CHOCOLATE,ALARM CLOCK BAKELIKE ORANGE,0.45454545454545453,23.08080808080808
ALARM CLOCK BAKELIKE CHOCOLATE,ALARM CLOCK BAKELIKE PINK,0.5454545454545454,7.789772727272727
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE CHOCOLATE,0.4285714285714286,17.805194805194805
ALARM CLOCK BAKELIKE CHOCOLATE,ROUND SNACK BOXES SET OF4 WOODLAND,0.5454545454545454,2.2256493506493507
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE IVORY,0.4,14.061538461538461
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE GREEN,0.4615384615384615,14.061538461538461
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK,0.6666666666666667,9.520833333333334
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN,0.5238095238095238,15.95873015873016
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE PINK,0.6153846153846153,8.788461538461538
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE RED,0.5384615384615384,11.717948717948717
ALARM CLOCK BAKELIKE ORANGE,ALARM CLOCK BAKELIKE PINK,0.5555555555555555,7.934027777777777
ALARM CLOCK BAKELIKE ORANGE,ROUND SNACK BOXES SET OF4 WOODLAND,0.6666666666666666,2.7202380952380953
ALARM CLOCK BAKELIKE ORANGE,SPACEBOY LUNCH BOX,0.6666666666666666,6.482269503546099
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE PINK,0.5238095238095238,7.480654761904763
BIG DOUGHNUT FRIDGE MAGNETS,ALARM CLOCK BAKELIKE PINK,0.4,5.7125
FUNKY DIVA PEN,ALARM CLOCK BAKELIKE PINK,0.5833333333333334,8.330729166666668
LIPSTICK PEN RED,ALARM CLOCK BAKELIKE PINK,0.42857142857142855,6.120535714285714
PANTRY MAGNETIC  SHOPPING LIST,ALARM CLOCK BAKELIKE PINK,0.4,5.7125
ALARM CLOCK BAKELIKE PINK,REGENCY CAKESTAND 3 TIER,0.40625,2.9469246031746033
REGENCY SUGAR BOWL GREEN,ALARM CLOCK BAKELIKE PINK,0.6666666666666666,9.520833333333334
SET OF 5 LUCKY CAT MAGNETS,ALARM CLOCK BAKELIKE PINK,0.5,7.140625
SET OF 5 PANCAKE DAY MAGNETS,ALARM CLOCK BAKELIKE PINK,0.4,5.7125
SKETCHBOOK MAGNETIC SHOPPING LIST,ALARM CLOCK BAKELIKE PINK,0.5454545454545454,7.789772727272727
ALARM CLOCK BAKELIKE RED,ROUND SNACK BOXES SET OF4 WOODLAND,0.47619047619047616,1.9430272108843536
ROUND STORAGE TIN VINTAGE LEAF,ALARM CLOCK BAKELIKE RED,0.4166666666666667,9.067460317460318
ASSORTED COLOUR MINI CASES,RED RETROSPOT MINI CASES,0.4,6.093333333333335
ASSORTED COLOUR MINI CASES,ROUND SNACK BOXES SET OF4 WOODLAND,0.4666666666666667,1.9041666666666668
CHILDS BREAKFAST SET SPACEBOY,BAKING SET 9 PIECE RETROSPOT,0.4615384615384615,10.043956043956044
BAKING SET SPACEBOY DESIGN,ROUND SNACK BOXES SET OF4 WOODLAND,0.5555555555555555,2.266865079365079
BAKING SET SPACEBOY DESIGN,STRAWBERRY LUNCH BOX WITH CUTLERY,0.5555555555555555,7.052469135802467
BIG DOUGHNUT FRIDGE MAGNETS,JAM MAKING SET PRINTED,0.4,4.352380952380953
BIG DOUGHNUT FRIDGE MAGNETS,LIPSTICK PEN RED,0.4,13.057142857142859
LIPSTICK PEN RED,BIG DOUGHNUT FRIDGE MAGNETS,0.42857142857142855,13.057142857142857
BIG DOUGHNUT FRIDGE MAGNETS,PLASTERS IN TIN WOODLAND ANIMALS,0.4,2.901587301587302
BIG DOUGHNUT FRIDGE MAGNETS,REGENCY CAKESTAND 3 TIER,0.5333333333333333,3.8687830687830687
BLUE HAPPY BIRTHDAY BUNTING,PINK HAPPY BIRTHDAY BUNTING,0.6428571428571429,32.642857142857146
CHILDRENS CUTLERY CIRCUS PARADE,BLUE HARMONICA IN BOX,0.4117647058823529,8.553475935828876
RED  HARMONICA IN BOX,BLUE HARMONICA IN BOX,0.6190476190476191,12.85930735930736
BLUE HARMONICA IN BOX,RED  HARMONICA IN BOX,0.5909090909090909,12.85930735930736
BLUE HARMONICA IN BOX,ROUND SNACK BOXES SET OF 4 FRUITS,0.45454545454545453,2.88510101010101
BLUE HARMONICA IN BOX,ROUND SNACK BOXES SET OF4 WOODLAND,0.6818181818181818,2.782061688311688
BLUE HARMONICA IN BOX,WOODLAND CHARLOTTE BAG,0.4090909090909091,3.223354231974922
BLUE OWL SOFT TOY,PINK OWL SOFT TOY,0.6666666666666667,23.435897435897438
BLUE OWL SOFT TOY,ROUND SNACK BOXES SET OF4 WOODLAND,0.4,1.6321428571428573
BLUE POLKADOT CUP,BLUE POLKADOT BOWL,0.45454545454545453,13.84848484848485
BLUE POLKADOT BOWL,BLUE POLKADOT CUP,0.6666666666666667,13.84848484848485
BLUE POLKADOT BOWL,BLUE POLKADOT PLATE,0.4666666666666667,16.405128205128204
BLUE POLKADOT PLATE,BLUE POLKADOT BOWL,0.5384615384615384,16.405128205128207
GREEN POLKADOT BOWL,BLUE POLKADOT BOWL,0.6,18.28
BLUE POLKADOT BOWL,GREEN POLKADOT BOWL,0.4,18.28
BLUE POLKADOT BOWL,PINK  POLKADOT CUP,0.4666666666666667,11.848148148148148
BLUE POLKADOT BOWL,PINK POLKADOT BOWL,0.4666666666666667,21.326666666666668
RED RETROSPOT BOWL,BLUE POLKADOT BOWL,0.47058823529411764,14.337254901960785
BLUE POLKADOT BOWL,RED RETROSPOT BOWL,0.5333333333333333,14.337254901960783
BLUE POLKADOT BOWL,RED RETROSPOT PLATE,0.6000000000000001,13.057142857142859
RED RETROSPOT PLATE,BLUE POLKADOT BOWL,0.4285714285714286,13.057142857142859
BLUE POLKADOT BOWL,ROUND SNACK BOXES SET OF 4 FRUITS,0.5333333333333333,3.385185185185185
BLUE POLKADOT BOWL,ROUND SNACK BOXES SET OF4 WOODLAND,0.5333333333333333,2.1761904761904765
BLUE POLKADOT BOWL,WOODLAND CHARLOTTE BAG,0.4,3.151724137931035
BLUE POLKADOT CUP,BLUE POLKADOT PLATE,0.45454545454545453,15.979020979020978
GREEN POLKADOT BOWL,BLUE POLKADOT CUP,0.6,12.463636363636363
GREEN VINTAGE SPOT BEAKER,BLUE POLKADOT CUP,0.45454545454545453,9.442148760330578
PINK  POLKADOT CUP,BLUE POLKADOT CUP,0.6666666666666666,13.848484848484848
BLUE POLKADOT CUP,PINK  POLKADOT CUP,0.5454545454545454,13.848484848484846
PINK  POLKADOT PLATE,BLUE POLKADOT CUP,0.6666666666666666,13.848484848484848
RED RETROSPOT BOWL,BLUE POLKADOT CUP,0.4117647058823529,8.553475935828876
RED RETROSPOT CUP,BLUE POLKADOT CUP,0.5,10.386363636363637
BLUE POLKADOT CUP,RED RETROSPOT PLATE,0.5,10.880952380952381
RED RETROSPOT PLATE,BLUE POLKADOT CUP,0.5238095238095238,10.880952380952381
BLUE POLKADOT CUP,ROUND SNACK BOXES SET OF4 WOODLAND,0.45454545454545453,1.8547077922077921
GREEN POLKADOT BOWL,BLUE POLKADOT PLATE,0.5,17.576923076923077
BLUE POLKADOT PLATE,PINK  POLKADOT CUP,0.5384615384615384,13.67094017094017
BLUE POLKADOT PLATE,RED RETROSPOT CUP,0.6153846153846153,8.788461538461538
BLUE POLKADOT PLATE,RED RETROSPOT PLATE,0.6153846153846153,13.39194139194139
BLUE POLKADOT PLATE,ROUND SNACK BOXES SET OF 4 FRUITS,0.4615384615384615,2.9294871794871793
BLUE POLKADOT PLATE,ROUND SNACK BOXES SET OF4 WOODLAND,0.4615384615384615,1.8832417582417582
RED RETROSPOT WRAP,BLUE POLKADOT WRAP,0.6363636363636364,41.54545454545455
BLUE STRIPE CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.6153846153846153,21.63313609467455
BLUE SPOT CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB,0.6153846153846153,21.63313609467455
BLUE SPOT CERAMIC DRAWER KNOB,PLASTERS IN TIN WOODLAND ANIMALS,0.4615384615384615,3.3479853479853476
RED SPOT CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.6428571428571429,22.5989010989011
BLUE SPOT CERAMIC DRAWER KNOB,RED SPOT CERAMIC DRAWER KNOB,0.6923076923076923,22.5989010989011
RED STRIPE CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.4285714285714286,15.065934065934067
BLUE SPOT CERAMIC DRAWER KNOB,RED STRIPE CERAMIC DRAWER KNOB,0.6923076923076923,15.065934065934066
BLUE SPOT CERAMIC DRAWER KNOB,REGENCY CAKESTAND 3 TIER,0.4615384615384615,3.3479853479853476
BLUE SPOT CERAMIC DRAWER KNOB,ROUND SNACK BOXES SET OF4 WOODLAND,0.5384615384615384,2.1971153846153846
BLUE SPOT CERAMIC DRAWER KNOB,SET OF 3 REGENCY CAKE TINS,0.4615384615384615,6.591346153846153
BLUE SPOT CERAMIC DRAWER KNOB,SPACEBOY LUNCH BOX,0.4615384615384615,4.48772504091653
WHITE SPOT BLUE CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.625,21.971153846153847
WHITE SPOT RED CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.4166666666666667,14.647435897435898
RED SPOT CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB,0.5,17.576923076923077
BLUE STRIPE CERAMIC DRAWER KNOB,RED SPOT CERAMIC DRAWER KNOB,0.5384615384615384,17.576923076923077
RED STRIPE CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB,0.5238095238095238,18.413919413919416
BLUE STRIPE CERAMIC DRAWER KNOB,REGENCY CAKESTAND 3 TIER,0.4615384615384615,3.3479853479853476
BLUE STRIPE CERAMIC DRAWER KNOB,SPACEBOY LUNCH BOX,0.4615384615384615,4.48772504091653
BLUE STRIPE CERAMIC DRAWER KNOB,WHITE SPOT BLUE CERAMIC DRAWER KNOB,0.6153846153846153,17.576923076923077
WHITE SPOT BLUE CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB,0.5,17.576923076923077
WHITE SPOT RED CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB,0.45833333333333337,16.11217948717949
GREEN VINTAGE SPOT BEAKER,BLUE VINTAGE SPOT BEAKER,0.6363636363636364,20.772727272727273
BLUE VINTAGE SPOT BEAKER,GREEN VINTAGE SPOT BEAKER,0.5,20.772727272727273
BOX OF 6 MINI 50'S CRACKERS,PANTRY MAGNETIC  SHOPPING LIST,0.5,11.425
BREAD BIN DINER STYLE IVORY,JAM MAKING SET PRINTED,0.5,5.440476190476191
BREAD BIN DINER STYLE IVORY,MINT KITCHEN SCALES,0.6,11.425
BUNDLE OF 3 ALPHABET EXERCISE BOOKS,ROUND SNACK BOXES SET OF4 WOODLAND,0.5555555555555555,2.266865079365079
BUNDLE OF 3 ALPHABET EXERCISE BOOKS,SET OF 3 REGENCY CAKE TINS,0.5555555555555555,7.934027777777777
CAKE STAND 3 TIER MAGIC GARDEN,REGENCY CAKESTAND 3 TIER,0.6666666666666666,4.835978835978835
CARD CIRCUS PARADE,PLASTERS IN TIN CIRCUS PARADE,0.47058823529411764,4.057713651498335
CARD CIRCUS PARADE,PLASTERS IN TIN WOODLAND ANIMALS,0.47058823529411764,3.4136321195144723
CARD CIRCUS PARADE,ROUND SNACK BOXES SET OF 4 FRUITS,0.5882352941176471,3.7336601307189543
CARD CIRCUS PARADE,SPACEBOY LUNCH BOX,0.4117647058823529,4.003754693366708
CARD CIRCUS PARADE,WOODLAND CHARLOTTE BAG,0.4117647058823529,3.2444219066937117
CERAMIC CAKE DESIGN SPOTTED MUG,CERAMIC CAKE BOWL + HANGING CAKES,0.5,22.85
CERAMIC CAKE BOWL + HANGING CAKES,CERAMIC CAKE DESIGN SPOTTED MUG,0.5,22.85
